symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore
JAZZ,170.09,20.5713,6664302.0,731811.0,10335538176.0,9.10658899633922,0.992831541218638,0.992831541218638,0.992831541218638,0.974910394265233,0.9910394265232975
NUVL,108.0,11.9171,2282029.0,457271.0,7852324864.0,4.990539526888869,0.985663082437276,0.978494623655914,0.974910394265233,0.982078853046595,0.9806451612903225
PACS,15.7,48.3932,11519119.0,957938.0,2436286720.0,12.024910797984838,1.0,0.996415770609319,0.9175627240143369,0.8387096774193549,0.9661290322580645
SQM,59.47,9.01925,5748002.0,1348155.0,16986887168.0,4.263606187715804,0.978494623655914,0.9713261648745519,0.9068100358422939,0.9390681003584229,0.9577060931899642
ASND,216.56,5.94912,861282.0,453849.0,13231416320.0,1.8977280989932774,0.9354838709677419,0.8853046594982079,0.982078853046595,0.992831541218638,0.9329749103942653
TERN,25.56,13.2979,8268205.0,2300377.0,2302439168.0,3.5942825893320967,0.989247311827957,0.96415770609319,0.8333333333333334,0.7885304659498208,0.9292114695340502
DGNX,13.59,29.0598,1497305.0,756039.0,2758843136.0,1.9804600027247272,0.996415770609319,0.899641577060932,0.8387096774193549,0.8566308243727598,0.9170250896057348
PGNY,26.82,9.24644,3612150.0,1434687.0,2312196608.0,2.5177268630718754,0.982078853046595,0.946236559139785,0.7777777777777778,0.8602150537634409,0.9164874551971327
ESLT,503.23,6.38438,166192.0,107511.0,23336951808.0,1.545813916715499,0.9498207885304659,0.8136200716845878,0.996415770609319,1.0,0.9164874551971326
EAT,121.09,6.97941,2300865.0,1486409.0,5380175872.0,1.5479353260105395,0.9605734767025089,0.8243727598566308,0.9498207885304659,0.96415770609319,0.9111111111111112
SNDK,265.88,4.61127,14020951.0,8153571.0,38965559296.0,1.7196086230192882,0.910394265232975,0.8602150537634409,0.978494623655914,0.9175627240143369,0.907168458781362
WPP,20.23,6.75461,2292510.0,518733.0,4364673024.0,4.419441215422963,0.956989247311828,0.974910394265233,0.6559139784946236,0.9247311827956989,0.8998207885304659
AXSM,145.56,4.20216,852152.0,531703.0,7338063872.0,1.6026842052800154,0.8960573476702509,0.8387096774193549,0.9283154121863799,0.989247311827957,0.8917562724014336
LNW,86.22,0.0,38854866.0,1955942.0,7028988928.0,19.865039965397745,0.7043010752688172,1.0,1.0,0.9354838709677419,0.8900537634408601
DASH,210.65,1.78295,10413019.0,3832311.0,90789838848.0,2.717164395060839,0.8064516129032258,0.953405017921147,0.8637992831541219,0.946236559139785,0.8833333333333333
CRSP,55.32,5.31125,4395312.0,2432400.0,5272008704.0,1.8069856931425752,0.931899641577061,0.8709677419354839,0.8207885304659498,0.8781362007168458,0.8829749103942652
COCO,45.43,3.6032,2557891.0,997073.0,2587159296.0,2.565399925582179,0.8673835125448028,0.9498207885304659,0.7025089605734767,0.942652329749104,0.8707885304659498
MDGL,553.42,4.57474,466143.0,354701.0,12568953856.0,1.3141857508154755,0.9068100358422939,0.7240143369175627,0.989247311827957,0.996415770609319,0.8682795698924731
GRAL,84.94,6.66835,1258223.0,984507.0,3311150080.0,1.278023416796427,0.953405017921147,0.7132616487455197,0.9247311827956989,0.967741935483871,0.8650537634408602
GOOG,285.6,3.11214,34090105.0,21757353.0,3447715790848.0,1.566831452337056,0.8494623655913979,0.8279569892473119,0.956989247311828,0.8064516129032258,0.8591397849462367
ALB,117.7,2.22338,7410089.0,3653473.0,13852999680.0,2.028231493704757,0.8207885304659498,0.9032258064516129,0.7921146953405018,0.9139784946236559,0.853225806451613
CROX,77.15,5.12332,2620008.0,1957471.0,4213729280.0,1.338465806134548,0.9247311827956989,0.7455197132616488,0.8673835125448028,0.9283154121863799,0.8508960573476703
GOOGL,285.02,3.11493,52190848.0,33740955.0,3452196880384.0,1.5468100413873882,0.8530465949820788,0.8172043010752689,0.953405017921147,0.7526881720430108,0.8505376344086021
JNJ,199.58,1.86292,13254351.0,8251352.0,480847134720.0,1.6063247574458102,0.8100358422939068,0.8422939068100358,0.8602150537634409,0.8924731182795699,0.839605734767025
ARQT,26.17,4.68,4061203.0,2108768.0,3205620736.0,1.9258652445408884,0.9139784946236559,0.8888888888888888,0.6415770609318996,0.7992831541218638,0.8392473118279569
MLYS,44.26,8.34761,2223004.0,1873325.0,3502734080.0,1.1866622182483018,0.967741935483871,0.6594982078853047,0.8494623655913979,0.8853046594982079,0.8279569892473119
ZIM,17.01,6.17977,10875855.0,4672576.0,2048982272.0,2.3275929594296594,0.942652329749104,0.9175627240143369,0.5806451612903226,0.5842293906810035,0.8256272401433693
DYN,20.24,7.71686,3622375.0,2634203.0,2890771712.0,1.3751313015739486,0.96415770609319,0.7598566308243727,0.6863799283154122,0.7383512544802867,0.814516129032258
SE,145.75,3.47887,5141509.0,4267628.0,86286901248.0,1.2047697221969675,0.8637992831541219,0.6738351254480287,0.9032258064516129,0.921146953405018,0.8109318996415771
LITE,242.07,4.27311,4150471.0,3885341.0,17165811712.0,1.0682385407098116,0.899641577060932,0.5878136200716846,0.96415770609319,0.956989247311828,0.8091397849462366
CWAN,19.97,3.74026,15736845.0,4854423.0,6503205888.0,3.2417539633443564,0.8781362007168458,0.9605734767025089,0.5017921146953405,0.6057347670250897,0.8044802867383514
KC,12.2,8.92857,2908158.0,1962358.0,3608986368.0,1.4819711795707002,0.974910394265233,0.7885304659498208,0.5860215053763441,0.6845878136200717,0.8028673835125448
OCUL,11.89,5.22124,6088705.0,2666176.0,2533134592.0,2.283684572961425,0.9283154121863799,0.9139784946236559,0.45698924731182794,0.6200716845878136,0.7982078853046595
CZR,20.61,4.19616,20546545.0,8678273.0,4286705664.0,2.367584541302169,0.8924731182795699,0.921146953405018,0.5501792114695341,0.5053763440860215,0.7953405017921147
AGIO,45.13,3.39061,863506.0,652709.0,2631702272.0,1.3229570911386237,0.8566308243727598,0.7383512544802867,0.6953405017921147,0.9605734767025089,0.7933691756272401
TIGO,53.53,6.35803,953343.0,914411.0,8944059392.0,1.0425760407519158,0.946236559139785,0.5663082437275986,0.8422939068100358,0.953405017921147,0.7931899641577062
PRAX,197.58,5.98648,766768.0,809550.0,4940917248.0,0.9471533568031623,0.9390681003584229,0.4659498207885305,0.967741935483871,0.985663082437276,0.7838709677419354
FIGR,42.24,4.97018,4709484.0,4100480.0,9039087616.0,1.14852017324801,0.921146953405018,0.6415770609318996,0.7562724014336918,0.7813620071684588,0.7763440860215054
QUBT,11.5,8.49056,70941937.0,36081287.0,2577417984.0,1.9661698043088096,0.9713261648745519,0.8924731182795699,0.5627240143369175,0.10752688172043011,0.7756272401433691
NFLX,110.29,-0.833507,25694118.0,3612014.0,467334397952.0,7.113515617602811,0.5806451612903226,0.985663082437276,0.5734767025089605,0.910394265232975,0.753942652329749
NBIS,85.98,2.92076,23072069.0,19255880.0,21650384896.0,1.1981830485025873,0.8422939068100358,0.6702508960573477,0.7849462365591398,0.6236559139784946,0.7487455197132616
JBS,13.86,4.52488,9520177.0,6216620.0,15371545600.0,1.53140725989364,0.9032258064516129,0.8028673835125448,0.46236559139784944,0.5017921146953405,0.7397849462365591
TSLA,408.92,1.13021,99486157.0,88532746.0,1359994028032.0,1.1237215775505258,0.7813620071684588,0.6344086021505376,0.8853046594982079,0.6344086021505376,0.736021505376344
AS,30.76,1.28416,9476593.0,5142974.0,17058618368.0,1.8426289924856707,0.7885304659498208,0.8817204301075269,0.36379928315412186,0.6774193548387096,0.7250896057347671
CHWY,34.67,3.39994,9022509.0,7542131.0,14381807616.0,1.1962811306247532,0.8602150537634409,0.6666666666666666,0.6236559139784946,0.6308243727598566,0.7222222222222222
MTSR,70.5,-0.353357,27874411.0,3197851.0,7429021696.0,8.716607184012013,0.6523297491039427,0.989247311827957,0.2831541218637993,0.8745519713261649,0.7186379928315413
KMB,103.66,-0.341293,9238301.0,3834269.0,34400444416.0,2.4094034612594997,0.6559139784946236,0.9283154121863799,0.34408602150537637,0.8960573476702509,0.7129032258064516
PPTA,22.62,4.81928,3350279.0,3230998.0,2756760064.0,1.0369176953993782,0.9175627240143369,0.5591397849462365,0.5949820788530465,0.7132616487455197,0.707168458781362
AMAT,228.71,1.19464,8117270.0,8219092.0,182200090624.0,0.9876115269180585,0.7849462365591398,0.5089605734767025,0.8136200716845878,0.9032258064516129,0.7059139784946237
WDC,162.45,2.9272,8564069.0,9520965.0,55687131136.0,0.8994959019385115,0.8458781362007168,0.41935483870967744,0.8888888888888888,0.8422939068100358,0.7048387096774194
